Scraped Substances,ToxSummFilename
6-deoxy-L-mannose,cc337a4b-7cb0-415c-a8e1-ea4c5dacbefe
6-hydroxy-2-naphthoic acid,4731fbc4-a40e-4af3-bd1d-9e842c6557b2
6-methyl-2-oxoperhydropyrimidin-4-ylurea,38abeb56-3e54-40fe-bddd-b0c34a6bda56
"6-methyl-3,4-dihydro-2H-1,4-benzoxazine",90602787-82d7-406d-bd70-687f6f65c723
6-methylhept-5-en-2-one,5a3b1471-e822-496c-beb4-b9ecd4bd944d
"6-nonyl-1,3,5-triazine-2,4-diamine",c16d0708-ad25-40b0-9454-32ab9d0cf5a5
"6-phenyl-1,3,5-triazine-2,4-diyldiamine",dc6d4ab1-84de-45e1-a0a1-89447ed30afc
"6-tert-butyl-2,4-xylenol",21be39d5-49e5-41cb-a667-0cc3d3fc04c1
"7,7-dimethyl-3-oxa-6-azaoctan-1-ol",b2257112-3973-43f9-9248-60b158b10da4
"6H-dibenz[c,e][1,2]oxaphosphorin 6-oxide",4c5084bb-2cc4-4bed-8bf0-c7a8b8daff97
7-(4-ethyl-1-methyloctyl)quinolin-8-ol,faa95854-7e9c-40ee-90e3-5ba4a161fc84
7-(diethylamino)-4-methyl-2-benzopyrone,864dd24d-8159-4479-8237-4c952c7ed4d4
"7-azatridecane-1,13-diamine",fcb823eb-5e77-4dd0-a992-2e8f65581cd6
7-hydroxycitronellal,894abb3f-906e-4077-947e-ded4b236fc59
"7-methyl-2H-benzo-1,5-dioxepin-3(4H)-one",686bec65-6d82-46ab-9ef2-152cc3f2e6c9
"8,9,10-trinorborn-2-ene",bf7abe35-d26b-452e-8114-777efba1fd6c
"9-Decenoic acid, methyl ester",2a9a8600-b932-4fc3-a0d4-c93bc4cc7c6a
"9-Decenamide, N,N-dimethyl-",25ce66a8-f783-495d-8cc1-316e65f0c48e
"9-Octadecen-1-ol, (Z)-, phosphate",7f6d4362-a1c8-411e-be6c-b23e512c5ea8
9917E,4ca81d0d-6b2d-4349-8b50-4c9b3c61d381
AAA reaction product,fbff8575-f472-45e0-a75a-4fde791a683c
ALFERROCK,74488868-cc4a-4d65-8f3a-c92b88b34ed4
Acetaldehyde,8e9579da-de2a-4af6-b138-b847ad518936
Acetone,db6d5c53-edc5-42f2-9aeb-6e28f12763d5
"Acetylglucosaminidase, β-",ddcb57e5-f590-449e-9335-f960c4f33fff
Acetylene,7e3de984-862a-4c77-b9d9-35eb071fed8c
Activated Carbon - High Density Skeleton,634be34d-1395-4361-9f73-8caf8012b803
Acrylonitrile,52965268-4d6d-4c8e-88a5-9030a668eb9d
Activated Carbon - Low Density Skeleton,da467e40-3167-41b0-bd56-80bfde66ac95
Adipohydrazide,9d90ff16-0839-472c-afc2-8c65465fd5fe
Adipic acid,c5ed1a2b-881d-44cb-b459-a1af6c507ca4
Acrylic acid,b2c01234-bd8d-4bb8-9a50-989878ad1666
"Alcohols, C11-15-secondary, ethoxylated",07f47f3a-274b-4246-bd25-3bef470cb2fa
"Alcohols, C11-13-branched and linear",6752431a-468c-4040-aaef-eadc490ca032
"Alcohols, C11-14-iso-, C13-rich",29eb7f0f-e7f4-47e9-a384-45ed54c077b0
"Alcohols, C12-13-branched",b02c1a42-b63c-400b-9300-a6b7ab0d3840
"Alcohols, C12-13",99c43de4-0572-43b0-aa35-ec8d310dc4ce
"Alcohols, C12-13-branched and linear",ebc3fb2f-119f-4b8f-a518-fc48b962c502
"Alcohols, C12-14",a03f822c-1bb6-4795-977b-2e61b4cac8cc
"Alcohols, C12-15-branched and linear",3767d6e4-9ead-4025-bf4f-ee082c96665a
"Alcohols, C13-15-branched and linear",76e1f45d-62b5-4130-b453-b7b9d9c3dc51
"Alcohols, C14-15",1ae460fe-291d-4272-8a53-d43a1d963b0e
"Alcohols, C14-15-branched",73746085-973b-4892-8187-f127f7d7412a
"Alcohols, C14-17-branched and linear",458a0293-e5ad-4541-a17a-9a4fdcc69e60
"Alcohols, C16-17-branched",24d79981-bdac-415b-9f56-6f145b7dc0d5
"Alcohols, C16-17-branched and linear",c3f58f0c-7f88-44d6-b14d-c6f3c36280b7
"Alcohols, C16-18, ethoxylated",9e14761c-d412-4481-973c-aee3bf3d2642
"Alcohols, C18-22, distn. residues",5c98e4d7-1dae-4adc-985c-2a8464d608ef
"Alcohols, C14-15-branched and linear",03f2c7b4-4408-4017-9513-fa582adca6e6
"Alcohols, C8-10, ethoxylated",d8d57177-752e-41bf-af4c-18cc0aa78518
"Alcohols, C20-30 (even numbered)",9b59dca3-2fe2-4c92-a5bb-0ac297226dd5
"Alcohols, C7-9-iso-, C8-rich",9f028949-5b95-4094-b496-a2089cd89824
"Alcohols, C8-10-iso-, C9-rich",7990bf7e-9487-4921-a90f-da415f8ffea9
"Alcohols, C9-11-branched",de6e8ae7-096d-4102-922b-42c1e304d984
"Alcohols, C9-11-iso-, C10-rich",fc78c232-8e20-420e-a6a5-06675a7e76f5
"Alcohols, C9-11, ethoxylated",ca30c283-164e-4295-aeae-02b7a96f9054
"Alcohols, C9-11-branched and linear",e04543ea-7507-45ac-ab68-6027232def08
"Alcohols, lanolin, distn. residues",082ddc02-febb-47a1-9cb7-ed2d91bdc46d
"Alkanes, C10-13-iso-",b6ebe908-ff31-465c-8b4d-7edc3b1182a6
"Alkanes, C12-14-iso-",10d1aa36-5a09-419f-aea1-08c02c445999
"Alkanes, C16-47, branched and linear",ada35883-3b99-4ef3-b5df-e14009acf9e6
"Alkanes, C14-17, chloro",e0c091d1-7d90-403d-b641-73324767c1f9
"Alkenes, C10-13",62347a9e-74a0-4f83-b335-243a694e228e
"Alkanes, C4-5",4304917e-64ba-44d3-9f52-d52104ba00d3
"Alkenes, C15-18 α-, sulfurized",0a20d1f9-9bb6-4466-a64d-f55be2baf415
"Alkenes, C10-14",6336a5e1-61e9-4c7e-9818-11eb4e50789d
"Alkenes, C11-12",878763b3-cf5d-4e9a-805f-a2d7e91350db
"Alkenes, C16-18",05c71db2-c7ca-4afe-84b4-1ddbab1f79e0
"Alkenes, C24-28 α-",3b780220-cbe4-435e-9875-5b40dea2a4c5
"Alkenes, C15-18",f1c2f95e-1912-447c-9f56-a996f1ef5a9e
"Alkenes, C20-24 .alpha.-",5552d859-890a-4375-83dd-8123e1bf2f06
"Alkenes, C6-8-branched, C7-rich",f6cd3a21-2ea2-4668-87fd-45ba57b744c5
"Alkenes, C20-24 α-",8985d09b-7753-4828-8b0c-9f274c141746
"Alkenes, C9-11, C10-rich",1a308901-cbbc-40fd-b35e-35d989327e53
"Alkenes, C7-9-branched, C8-rich",9e6f25af-fd4b-4c02-ac4c-62c2887b430f
Alkenyl dicarboxylamide,82434ce7-a3c5-45cb-95ed-e058bcf98531
"Alkenes, C8-10, C9-rich",4716de40-361e-439b-96e4-2cedb0d317a5
"Alkenes, C8-10-branched, C9-rich",e8adf66e-7a50-4247-a375-32eaabc049c9
"Alkenes, C>8",5e5ae601-538b-48c8-91a1-51ac49980b7f
"Alkenes, C9-13-branched, C10-rich",15b76461-fdcb-4027-9202-99466fd21367
Alkylated Naphthalene,3666d639-1fcd-4cce-adc3-9ff1d2ad10fd
Allyl (cyclohexyloxy)acetate,9e9c0535-e893-4c61-937c-e706cb994c9b
Allyl (3-methylbutoxy)acetate,f90ee287-407d-438a-8e0b-057a3c871924
"Allyl 2,3-epoxypropyl ether",b25536bd-c34e-4eb0-8a18-092e7bc7a892
Alkyl phosphites,6b4dc669-8f98-4776-8d6c-c3f7976cb026
Allantoin,8f7c25db-9129-4dab-bf4e-b92dd04858bb
Allyl 3-cyclohexylpropionate,ec67b0eb-16df-4758-a3da-7aa94b2f318c
Allyl acetoacetate,4e53b2f6-7670-4bdc-9e1f-1f14486eea18
Allyl heptanoate,1932030d-488f-4003-b079-4ca02b3e626a
Allyl hexanoate,1e8979e5-1bac-47be-a109-8ec058f0621b
Allyl phenoxyacetate,319fccad-a809-493d-8820-2dc0339cf8e9
Allyl isothiocyanate,4c67c73e-dac5-447d-bec1-172fe6eddc69
Allyl methacrylate,33a5b6a9-8189-41f6-827c-c99393d1f82c
Allylamine,f3f6c2d7-96c7-475a-a19a-29b0090f448d
"Alpha,alpha-trehalaseIUBMB 3.2.1.28",3163c1b9-88a1-4dd3-a39f-0abd59bface0
Aluminium ammonium bis(sulphate),1e9cfe38-0a1d-4999-bed4-f78eefa9bbc6
Aluminatesilicate,4dae9c86-b011-452e-b36b-72e0067d4e75
Aluminium metaphosphate,25cd00a7-c9f9-4fb6-8c6f-5b31e4e0de89
Aluminium dihydrogen triphosphate,02637a86-0b4f-49a1-87f0-e5d4c1fa19cf
Aluminium nitrate,30c897f1-9956-45bd-a7e7-60dee860fc3c
Aluminium fluoride,2d9ebff2-0604-4b35-9c33-219aab9b3520
Aluminium nitride,d9c1cef9-a9d9-47cb-943b-dcc37c5a0be2
Aluminium orthophosphate,7d483160-3d90-40fb-9e24-32437093d6d9
Aluminium chloride,277907c8-c1c1-4a64-af62-cad358098f9a
Aluminium hydroxide,a73ce83b-5be5-4190-b053-8ecc5f058370
Aluminium potassium bis(sulphate),ab10b655-8105-4292-ae17-3f15f8713f24
Aluminium oxide,21186389-41fb-4b80-a8a4-1928bec70f54
Aluminium tribenzoate,77b1723c-b0aa-4676-a915-2723f9544e13
Aluminium tri-sec-butanolate,22662a4a-c4d1-4637-bff7-31a397a77bb7
Aluminium sodium tetrahydroxide,14cfc1a5-7dc0-4049-b4e4-c5167081667d
Aluminium tributanolate,ed2354f3-c433-4903-b3d7-c73dfcde5ac5
Aluminium sodium dioxide,ff68fdc4-00e1-4e0a-9d18-fc55152fbef4
Aluminium sulphate,ad28581c-5c5f-4939-aae6-ea269274872d
Aluminium tridiethylphosphinate,8dfd55dc-da59-4882-9c63-a00ee481217b
Aluminium triformate,f3da004d-a40c-43e0-a1b0-284e95f8a324
Aluminium trilactate,eef7ec8f-77c0-41fb-8e06-5ca7a59ae29c
Aluminium tris(dihydrogen phosphate),130e35b8-5a4b-4fa0-9ea0-db9acda0c243
Aluminum cesium fluoride,4f112efc-9ff5-43ba-a4fd-1ae41e323c9b
Aluminum alkyl acetate glycol complexes,a6b1c9a9-88c2-427c-9ae5-a42e0d061b8d
Aluminum chloride hydroxide sulfate,38cb9b0e-7955-4926-ad15-5fdf07b68ff1
Aluminum cobalt oxide,292a9c0e-569a-4123-8fd5-4387559c6de4
Aluminum magnesium oxide,4fd852db-fa57-4eb2-9567-9496141ef637
"Aluminum chloride, basic",740f51bd-3a2c-4378-9ce8-4ea4414a79bf
Aluminum zirconium chloride hydroxide,12c2f85d-def9-42ee-aa29-53d9543b4112
Aluminum sodium oxide,0cbb730a-c23f-47a4-907c-6b9b710e8517
Ametryn,2fcac7bd-0cfe-4ae1-981c-426133611865
"Amides, C16-C18 (even numbered)",2a0e7888-015a-4baa-8be3-c65bbe72adc6
"Amides, C18-unsatd., N-hydroxyethyl",176f2dd6-d5df-4940-a011-3bf24c1e0bc2
"Amides, C18 (unsaturated)",76a99652-13ee-455c-92b5-2db4a62e6317
"Amides, tall-oil fatty, N,N-di-Me",81ddd809-dfb6-4585-8aa6-0db6e894a97e
Amidinourea phosphate,0b65eef7-fe4f-44ce-8775-9b8c2d5fe604
"Amines, C12-14-alkyl",cee092aa-c266-495d-be79-d1c1cb49c105
"Amines, C12-14-alkyldimethyl",345e79eb-d0bf-4bf3-bf8e-2afda92999b1
"Amines, C12-16-alkyldimethyl",6b7ad5e7-02a4-4bec-bd31-2f0679228415
"Amines, C12-18-alkyldimethyl, N-oxides",17281bec-b281-45ad-8f2b-8f2ce846eb88
"Amines, C16-18-alkyl",5134ca9f-bc29-465b-b291-b79fed4135d2
"Amines, C36-alkylenedi-",93375cb2-87c4-4d3e-8bf1-b21bc3458110
"Amines, N-C12-14-alkyltrimethylenedi-",8e143494-feed-4904-94f0-cde93e326cb9
"Amines, N-C16-22-alkyltrimethylenedi-",3549fc32-dc63-4e31-a319-8d71a94ad76c
"Amines, di-C16-18-alkyl",7f53c81d-1ccc-4540-addd-3f004e371a10
"Amines, tri-C8-10-alkyl",cdef0da3-d7ef-424a-b531-d2dcf60d56a7
"Amines, rosin",90923cde-2f8b-43bd-bbf8-c42a6c23c1b8
"Amines, polyethylenepoly-",9f6ef450-e4ae-44e2-9c8b-e1901e2b1a38
Amino functional alkoxysilanes,6fb1d3b4-d3d9-4b15-98db-a24507477665
Amitrole,8d42d446-83b7-4efb-b430-275795d6e97b
Aminoiminomethanesulphinic acid,0ae34a49-46e1-433d-8f54-7716c33ed868
"Ammonia, anhydrous",3b476a0b-0e6c-41bf-976d-0bc340ecee95
Ammonium 2-mercaptopropionate,8f48812f-d3a7-4610-a5a6-c85eb0cc2a3e
Ammonium carbamate,9d22d369-a093-410d-b57c-33d75d9df085
Ammonium carbonate,40100492-bdd0-4587-8ae2-6973b3d2b464
Ammonium bromide,ef5cde24-bcfa-41ee-8f2b-a16d663672ea
Ammonium dihydrogen citrate,90abfb8e-4067-424c-b865-d4db42aaab8c
Ammonium acetate,b309f9ae-0fd0-4e33-8f39-917d046039db
Ammonium dihydrogenorthophosphate,23843b4d-1d30-4780-8529-8dfb7f25ac75
Ammonium dodecylbenzenesulphonate,0c584188-0e7d-4c58-86ec-b28283657235
Ammonium fluoride,a77079cf-da45-4d8b-b6a9-33b4e57f6f37
Ammonium chloride,7fed7184-a8af-4551-a4c5-bbbc18c12cb6
Ammonium hydrogencarbonate,40fd5e36-ca50-4cd1-b6c1-c7522e34bd5a
Ammonium hydrogendifluoride,387e5e36-95ff-4620-80f4-3c9b721bfaa9
Ammonium hydrogensulphite,d01e860d-778c-47e4-b5af-77622629ee58
Ammonium iodide,4bfd2fac-ba3d-459e-93dc-004b73bb37f0
Ammonium mercaptoacetate,4cae60e3-2a15-41fe-9ab3-bf7bb54092b5
Ammonium perchlorate,13b8b66d-fed7-46b4-8eab-3478e063557e
Ammonium iron(III) citrate,cba1a2d1-5597-4544-a856-4d2462438e30
Ammonium perrhenate,9799e1f2-0378-44ef-872e-b037a089c10b
Ammonium nitrate,1dd7b8ca-6a70-4185-bf92-f3aef540182f
Ammonium sodium vanadium oxide,1eca8005-a8a7-411d-8da8-a757543d2e7b
Ammonium sulphite,61679552-96ce-4272-aebe-b2ceaa6b39f9
Ammonium tetrafluoroborate,51ab7488-c4e9-4f6a-9571-a17569c0f83c
Ammonium sulphate,e036f1e1-84ed-4465-acf8-3f7c14514849
Ammonium thiocyanate,5265db88-9797-4789-a14b-2de10e47c12e
Ammonium toluene-4-sulphonate,86c8e02b-f19c-4ba7-a345-3017a9a71823
Ammonium thiosulphate,d593efcd-6cc9-41d5-83d0-869b7af85c92
Ammonium trioxovanadate,b453727d-5015-4559-a78e-2ee737fd13e3
Ammonium undecafluorohexanoate,b3cf40a5-b01e-45a4-907c-ddb0bea18a97
Ammonium trivanadium octaoxide,923393ee-d949-4720-82e7-fcea2b2fe009
Ammonium wolframate,519251ce-c9ae-483e-8c51-2737c618bbdf
Ammonium zinc chloride,d9efa979-518c-4c27-9dc7-f8b6578420f8
Amoxicillin,9583edd0-293c-4084-b741-7a5496aaa980
Amphoteric Fluorinated Surfactant,1c995c10-f1ef-4265-9f51-b9e25044bebe
"Amylase, gluco-",0ee28874-6d9d-4918-a96e-ed3edf864247
"Amylase, α-",e3e2f9b1-97dd-43bb-96e4-354cebd36d5d
"Androst-4-ene-3,17-dione",2db2c1be-2400-47fd-9736-06f8ccbd13e4
"Amylase, β-",a5469f4c-4d08-4822-be0d-925cee719cab
"Androsta-1,4-diene-3,17-dione",b7ee4f0e-1db6-4296-bf68-8ee12be4c62e
"Anode, copper",6e8403da-da99-46ab-bd22-35e932f527b8
Anisaldehyde,07407462-fc02-474d-92a4-752a97cd8473
Anhydro-D-glucitol trioleate,209a717e-404a-4895-a9ef-eaeac2704533
Anisole,0390d770-9323-4aed-a288-d0f7aa4c0fac
Antimony nickel titanium rutile,6b5047a7-5a6c-4b46-a411-67c89b336483
Aniline,7722e3ad-1715-46c6-a5cc-e4da5fd2f891
Anthraquinone,1a1443ea-179a-4485-ae5d-e2ad28f443ea
Antimony sulphide,1a9a4b6a-c97e-4d67-a2ff-ca6afc55a804
Arginine,56df98bc-6937-4369-af69-38eacd9dbfe8
"Arabinofuranosidase, α-l-",09a5a8fd-fcc9-4b3b-95c4-981be407f019
"Ashes (residues), coal",1d849d98-fe52-4914-8351-ed4d2c8d60f8
Arsenic,c5634039-eb7f-4d3b-b888-e902f384922e
Asparagine,c5734ba9-61af-471d-8cec-6f81809812ff
Aspartic acid,0df276fe-8755-484d-ac19-263c7cc73b03
"Asphalt, sulfonated, sodium salt",3ee70c2a-6dfb-49b9-9c55-edef8d98df05
Aziridine,47c4d4ac-cb79-4675-bce9-19541813a0b7
BAL5287,05c3ab41-b785-4aa9-b40c-cd6d007d12af
BISPHENOL TMC,3733d793-c7e7-427e-92c9-3ccbbd11ef4d
BMS 233110-01,dadb490c-332f-4d77-93bf-a7ec5d2728d2
BRUGGOLITE® FF6,3f3c2d90-7cf3-4838-ac76-b5f4c8e7ed1c
"Barium 3,5,5-trimethylhexanoate",e37faea4-7cbb-4221-8c6f-b4df5fa12eb1
Barium 4-dodecylphenolate,9003305c-4fbd-4028-aa8a-178f392606d2
Barium,a8ac0ba2-4ba5-4997-8a74-e6fe64f9f837
Barium bis(dihydrogenorthophosphate),8b066f5e-5cd1-467d-b2fc-208b9eee3098
Barium diboron tetraoxide,9cb100bc-320a-466f-af28-a28b8dcb35d1
Barium chloride,3bd13090-ed7d-4afd-ba02-7451620bf67f
Barium chromate,d4f9e6eb-b27e-4e6c-b245-c162bfb031ea
Barium di(acetate),a93b112f-8d69-4ff1-8f25-31f6bf9e4f07
Barium carbonate,256e17c6-dab0-4bbc-ba55-29eb75242eba
Barium bis(2-ethylhexanoate),6c02601b-40af-4aa7-869f-7407cca9bdb6
Barium dibenzoate,000816cc-62bb-4e5a-8b1f-d816e4ed3fd1
Barium dodecairon nonadecaoxide,95f4f2e0-1e3c-4a1b-a943-5a932cddbca7
Barium fluoride,34eb443e-8c24-4831-accc-9a930016caa4
Barium hydroxide,08708375-75eb-4919-a7c7-1b131e9d4f36
Barium nitrate,3d71ba9a-ba26-4dea-8ee5-22a593a98d41
Barium neodecanoate,3ae2c292-4ec1-486c-8177-ff365ab75d14
Barium m-toluate,3033684b-eca2-4cd0-b9bf-686fa379d063
Barium titanium trioxide,e7227970-908a-4d87-bfaf-d1f784921601
Barium sulphide,d11f984b-7bc9-4c11-85f3-3075dfac21ef
Barium selenite,a4e7d21e-58a8-43e4-9ab1-cfdefd74676b
Barium sulfate,f6027bb2-81bb-4663-aba4-e6f30e950c5d
"Bentonite, acid-leached",1e6a73ad-b9c2-4e8a-b410-75d40b9b702a
Benzaldehyde,308e788e-2ab5-4a18-97cd-33b236e623ae
"Benzenamine, N-phenyl-, styrenated",b3113cf1-9796-45d2-bb7c-586a32e99d14
"Benzene, C15-16-alkyl derivs.",9604566e-2b2b-44b0-9640-bc7bb565f92c
"Benzene, C10-13-alkyl derivs.",a0298763-9105-49f0-b25b-8d3898d07bc4
Benzene,311681c3-c5e8-4192-a56f-4ff22bd96f3c
"Benzene, ethenyl-, ar-bromo derivs.",364ba3ca-71d4-4cfd-b5c7-508f70ccdab7
"Benzene-1,2,4,5-tetracarboxylic acid",7989e47b-fc24-44bb-94d8-62609f496a4c
Benzenesulphonic acid,7d3848bb-05f8-4b6d-a847-780153e6518f
"Benzoic acid, 4-[(1-oxodecyl)oxy]-",565513d5-8f3d-4d37-be6f-01a2937b6c89
Benzothiazole-2-thiol,48cf51f1-ca8c-4646-a774-3916c77c99b5
Benzophenone,f169884a-3696-4add-9061-7de4ea57dd98
Benzotriazole,d13db593-0511-4cc4-a0a9-5d1a2f6cc1e9
Benzyl 4-hydroxybenzoate,40595d10-4244-4cfd-8663-2f05f954134d
Benzyl benzoate,aff80892-3abb-4ca5-b357-551d429bf95e
Benzyl alcohol,25ddbf18-41b7-465b-a0ed-e602bf00f909
Benzyl cinnamate,6c330c95-31b0-4055-9642-acd3a09c1ebc
Benzyl methacrylate,5b372d87-9580-45b3-aabf-f00d777858d7
Benzyl propionate,e61a863e-daf2-4350-97fd-14553a1bd113
Benzyl butyrate,e47d07da-c5ed-4a48-822d-f291c8f53c76
Benzyl salicylate,fe92c0bb-b816-4374-833d-841f6d4b13bb
Benzyldimethylamine,35bb2fc0-3758-453f-a4c4-30d7d07d38c3
Benzyltoluene,cedab1f0-f56d-4258-99e1-2ba79155f8f4
Benzyltrimethylammonium hydroxide,5085a3d2-4d7e-4ed6-9f57-160ed332e49f
Benzyltrimethylammonium chloride,389881d8-1cb3-403f-b8bf-a7a134ff4aa3
Beryllium,b3995346-9e1b-4492-8cf0-215fad51207b
Betaine hydrochloride,4e2040c8-a993-49b4-8606-90d8eb64e245
Betaine,8e073016-7b5a-45a4-b96b-b357194f06da
Bicyclo[2.2.1]heptanebis(methylamine),25a0bc29-ab4a-4268-8c1a-323dcf865cd3
Biphenyl-2-ylamine,e57388a8-4984-48f3-8e89-9eebe98564be
"Biphenyl-4,4'-diol",1a8b0af6-269a-4c1a-80bc-d2fc9397175e
Biphenyl,c033662c-1427-4de6-9fc1-0f467e70d4d4
Bis(16-methylheptadecyl) malate,ac5a91a0-3c6e-432e-98ee-3e8c046fdc4d
"Bis(2,4-dichlorobenzoyl) peroxide",ba4a99fc-4130-4f65-899a-f87ae86aea2f
"Bis(2,3-epoxypropyl) phthalate",6b10e984-a0a9-4aee-9a6b-9a808c9586c8
Bis(2-(2-butoxyethoxy)ethoxy)methane,7832ae82-c769-4fa1-a318-5f44037aad3a
Bis(2-(2-butoxyethoxy)ethyl) adipate,e90d7fe8-3eb8-40fc-90ec-35742e32e570
Bis(2-(2-methoxyethoxy)ethyl) ether,8c940a22-481a-44fc-9246-8a6cb7096da1
Bis(2-butoxyethyl) adipate,6c66233f-7730-47c3-b331-c1d7456e61d1
Bis(2-butoxyethyl) ether,42ecd44c-a4d0-4a39-9f55-daf7bec80522
"Bis(2,6-diisopropylphenyl)carbodiimide",855aa979-612d-469c-a4cb-f84687c18b2e
Bis(2-chloroethoxy)methane,41b1e52f-d11f-46ed-84ec-bf380a5a8bd9
Bis(2-chloroethyl) ether,ebf6e116-9e87-4c82-8cc1-78fd34ca07f3
Bis(2-dimethylaminoethyl)(methyl)amine,e937484b-ff30-4480-b96e-8d347d3265f5
Bis(2-ethoxyethyl) ether,3d98c337-7f27-4ae4-9585-51fa0909a38e
"Bis(2-ethylhexyl) 2,2'-thiobisacetate",3518a4fe-5ad8-4b83-bd37-edbc9f53df0e
Bis(2-ethylhexyl) carbonate,f9fe20c8-8ef2-4822-bc7e-e3361e185c4e
Bis(2-ethylhexyl) azelate,29f5d2ee-eb0c-4feb-b427-02607756f162
Bis(2-ethylhexyl) adipate,9e3f729c-a6ef-451c-ba39-68ed3b7f92ff
Bis(2-ethylhexyl) fumarate,1f6ab0a4-4b4b-4c10-bc0a-ec30f4587eaa
Bis(2-ethylhexyl) hydrogen phosphate,f600646c-693d-41ed-815a-af49fbd20027
Bis(2-ethylhexyl) peroxydicarbonate,19e4c87e-66ab-4992-a714-d8f0216fc4eb
Bis(2-ethylhexyl) maleate,7b839970-0644-4462-b1d9-7f68c415f54a
Bis(2-ethylhexyl) tetrabromophthalate,9c7b09a3-1d1e-4e2f-94ac-083c74f13b23
Bis(2-ethylhexyl) sebacate,d5c8d0ae-2339-498a-bfe5-72a06f75a18f
Bis(2-ethylhexyl) terephthalate,830fcbc9-190e-45fe-a51a-9963e6d1bf5b
Bis(2-ethylhexyl) phthalate,7ab190ba-3861-4187-943b-986d760090fd
Bis(2-ethylhexyl)octylphosphonate,409ce2cd-6191-4c59-9d6e-7138b173478a
Bis(2-ethylhexyl)amine,f0352a83-d176-4654-9a4c-948ffb44c203
Bis(2-hydroxyethyl) sulphone,faef1041-63f1-42d2-983c-8af4a61f88ad
Bis(2-methoxyethyl) ether,196afde9-68e5-46a1-a8a9-316a66733c9c
Bis(2-hydroxyethyl)ammonium acetate,7609315a-ef87-4e78-8f1a-8c82210f81b9
Bis(2-propylheptyl) phthalate,43ad67e2-8572-4859-abda-3099e6038fee
Bis(4-fluorophenyl) ketone,bedfec0c-fbb6-40c3-ac6c-a58051927e7b
"Bis(3,5,5-trimethylhexanoyl) peroxide",abfbb520-821e-4ecb-b4c9-7474d10812ae
Bis(4-chlorophenyl) sulphone,1d1b6616-26b6-4583-af6c-b03807aa2670
"Bis(5-oxo-L-prolinato-N1,O2)zinc",caba7953-f14c-4119-b18f-00a47f40ad44
"Bis(D-gluconato-O1,O2)zinc",3182aa56-e327-4340-9ac3-4006a3a3ea54
Bis(C12-C13)alkyl-2-hydroxybutandioate,47c72231-8844-447f-b721-c4d8c23f3ee5
Bis(acetato-O)hydroxyaluminium,49a20865-8152-404f-8ed5-0d3adf39364e
"Bis(dibutyldithiocarbamato-S,S')copper",94139264-8203-4200-bdef-5c9f83d65516
Bis(dodecylthio)dioctylstannane,3692bb32-ddec-494d-a724-6934ed863f78
Bis(hydroxyethyl) terephthalate,618f9186-bced-43a8-9c79-0e710692397c
Bis(isopropyl) thioperoxydicarbonate,bb157813-7e41-47ec-bce1-937a5ff74517
Bis(hydroxylammonium) sulphate,9920bc07-7632-4d96-8cb7-8de374a326df
Bis(isopropyl)naphthalene,a8397f7b-dd18-4623-8078-12bb2a3f6425
Bis(methylcyclohexyl) phthalate,6d32ceaf-6909-4f6f-b9a6-00f46c188260
Bis(neodecanoyloxy)dioctylstannane,1b404a98-98e5-491c-8aa5-cac68fb5f40e
"Bis(pentane-2,4-dionato-O,O')magnesium",c4f2a9d3-8199-4bec-bf7c-0bf0363ad02f
"Bis(pentane-2,4-dionato-O,O')zinc",8afa5782-bb99-4cb8-a13d-47b9d78533d2
Bis(piperidinothiocarbonyl) hexasulphide,895608e2-fcd1-43ec-b25c-64efda5ce135
"Bis(pentane-2,4-dionato)calcium",fb099ede-d04b-4bbd-970b-444a509831f0
Bis(trimethoxysilylpropyl)amine,3bda0758-fd8d-4892-b8c8-388da46bd293
Bis(triethoxysilylpropyl)amine,3ed74249-43e3-487d-8e32-ac3fd707af55
"Bis(α,α-dimethylbenzyl) peroxide",4fdfa91c-048a-43a3-bb14-41ff3443ace0
Bis-sec-butyl peroxydicarbonate,f29aabb2-4653-4c0f-8a1e-4be43b5f6d76
Bis-O-(benzylidene)-D-glucitol,f38a815f-199a-4781-b1b1-1aa8cb333485
"Bis[(3,4-epoxycyclohexyl)methyl] adipate",476d8787-9333-4785-bf54-f7e7691bd290
Bisguanidinium phosphate,3dd73218-8068-4252-9703-15b62c31de20
Bismuth citrate,3fca486b-46c2-47ae-8139-e55ae456b849
Bisisobutyryl peroxide,81b9b58e-bb78-4f1b-ae2d-76032721cc92
Bisisopropyl peroxydicarbonate,faaa2a6b-3931-4efc-9411-c8bf2bcafc14
Bismuth hydroxide nitrate oxide,e13ab0a2-1d0c-456f-827e-b37c49407f21
Bismuth chloride oxide,10453ae3-f7f2-46c2-b067-f1da6c4779e4
Bisdecanoyl peroxide,17012e5d-dde9-4edb-aac0-0073c19bd5c5
Bismuth oxide salicylate,224663b0-cd10-48f0-9c28-092f470f8d72
Bismuth trihydroxide,7cf06b0c-26a7-4bb6-adb6-da1dfe11cf3c
Bismuth,99dd2d1c-dc74-4f3f-9a9a-e70c56293af5
Bismuth vanadium tetraoxide,8d6f5cab-ee0f-4b72-a7c8-024b55bfb361
Bismuth trinitrate,59a31868-3785-494c-a80b-e9f761cba7ab
Bismuth tris(2-ethylhexanoate),92e66640-2a5a-47f7-8a80-10d85c44453a
Bismuth(3+) neodecanoate,ead808b3-f715-4199-b032-41ece2aaaf10
